plan_internacional;min_en_dia;min_internacionales;reclamos;llamadas_internacionales;desafiliado
0;166;7.7;2;3;0
0;144.8;13.3;0;9;1
1;106.1;12.9;0;3;0
0;221.8;13.2;1;4;0
0;204.6;9.8;2;7;0
0;213.5;14.1;3;3;0
0;152;10;2;1;0
1;260.8;17;1;6;1
0;166.4;10;1;2;0
0;177.9;15.2;0;8;0
0;235.1;7;3;7;0
0;186.8;9.7;2;4;0
1;268.4;11.6;1;4;0
0;192.1;7.3;3;3;0
0;240.7;10.1;0;3;1
0;179.9;9.8;2;7;0
0;314.1;12.3;3;5;1
0;162;11.9;0;5;0
0;175.8;12.4;1;4;0
0;109.4;11.6;0;5;0
0;255.1;8.5;3;5;1
1;208.7;8.3;3;3;0
0;214.6;7.9;1;5;0
0;49.2;12.1;1;13;0
0;141.3;11.2;2;3;0
0;253.2;9.7;4;7;0
0;206;13.2;0;3;0
0;40.4;9;2;2;0
0;291.2;8.9;1;3;1
0;71.2;11.7;0;3;0
0;261.8;14.7;0;4;1
0;191.3;10;1;3;0
0;133.3;11.6;0;2;0
0;183.6;6;2;3;0
0;155.2;15.4;1;6;0
0;283.1;6.1;1;8;0
0;186.5;12.1;2;4;0
0;163.3;4.3;0;6;0
0;203.4;13.8;1;2;0
0;178.1;10;1;6;0
0;195.9;10.3;1;3;0
0;295.3;9.6;1;6;0
0;136.1;10.1;2;5;0
0;114.1;13;2;9;0
0;279.1;9.5;2;11;1
0;169.3;12;0;3;0
0;214.4;9.9;2;1;0
1;255.8;11.7;0;3;0
0;148.2;6.2;2;3;0
0;119.3;8.7;2;4;0
0;192.3;14.8;1;8;0
0;245.2;13.9;0;6;1
1;216.2;16.9;5;2;1
0;172.4;0;2;0;0
1;175.3;11.1;1;3;0
1;169;13.3;0;3;1
0;2.6;9.2;3;5;0
0;184.1;9.9;1;2;0
0;181.9;7.5;1;3;0
0;160.1;10.8;0;9;0
0;189.8;10.3;0;1;0
0;223.2;12.4;1;2;0
0;216;10.7;2;1;0
0;198.5;8;2;7;0
0;159.5;7.1;1;7;0
0;105;10.2;2;2;1
0;204.5;13.4;3;1;0
0;274;6.2;0;1;1
0;158.7;7.7;2;10;0
0;229.9;14.2;1;6;0
0;137.8;8.7;1;6;0
0;179.4;7.9;0;4;0
0;139.3;8.1;3;1;0
0;7.8;12.9;2;2;0
0;183.1;11.3;1;7;0
0;206.9;10.7;0;3;0
0;140;12.5;2;1;0
0;179.2;5.8;2;7;0
0;177.4;12;0;3;0
0;115.6;12.6;1;9;0
1;237.3;14.2;0;4;1
0;181.5;10.5;1;7;0
0;51.5;9.5;3;4;0
0;155.7;8.2;3;2;0
0;245;14.9;2;3;0
0;131.7;10.7;1;3;0
1;111.1;10.5;1;6;0
0;88.5;8.2;3;4;0
0;116;12;1;2;0
0;155.5;9.1;1;2;0
0;106.5;5.7;2;3;0
0;175.2;13.2;1;6;0
0;154.7;5.9;4;2;1
0;247.2;6.1;2;5;1
1;218.4;13.2;0;3;1
0;227.5;9;1;13;0
0;185;7.4;0;7;0
0;186.8;12.3;2;6;0
0;158.8;10.3;1;3;0
0;208.7;8.5;0;4;0
0;185.9;11.3;3;4;0
0;222.5;9;2;3;0
0;201.1;11.6;3;3;0
0;167.9;9.1;1;2;0
0;239.1;10.9;3;3;1
0;175.7;9.2;5;3;1
0;111.2;9;6;6;1
0;87.7;10.8;1;6;0
0;244.1;7.2;0;2;0
0;165;7.7;2;4;0
0;127.4;9.1;0;3;0
0;194.8;5.5;0;3;0
0;54.7;11.1;1;4;0
0;283.4;14.4;2;7;0
1;258;10.9;0;3;1
0;90.5;9.3;1;2;0
0;235.6;16.2;0;2;0
0;142.5;10;2;4;0
0;54;10.2;1;8;0
0;214.8;9.4;3;3;0
1;251.4;11;0;2;1
0;139;6.1;4;3;0
0;117.3;14.4;2;2;0
0;264;10.6;3;8;0
0;82.6;9.1;1;4;0
1;175.8;11.4;1;5;0
0;220.4;13.6;2;8;0
0;217;11.8;2;4;0
0;129;11.6;1;5;0
0;150.5;3.5;1;3;0
0;193.3;11.1;0;4;0
0;189.5;10.8;2;5;0
0;137.8;11;2;6;0
0;129.3;12.3;3;4;0
0;115.6;10.7;1;6;0
0;221.9;7.2;2;5;0
0;263.7;18.3;1;6;1
0;61.3;11.4;1;9;0
1;183.8;10.1;1;4;0
0;167.4;10.3;0;3;1
0;154.1;13.2;4;2;0
0;252;5.7;0;5;0
1;163.1;11.2;0;3;0
0;198.3;16.6;2;4;0
0;324.7;13.1;0;5;1
0;128.3;14.3;2;9;0
0;187.9;10.2;2;11;0
0;129.2;10.3;5;4;1
1;125.5;6.3;4;6;1
0;257.2;12.6;1;4;0
0;124.6;10.5;1;6;0
0;175.1;9.9;1;3;0
0;124.3;7.5;3;5;0
0;271.6;11.6;2;9;0
0;219.9;11.7;1;7;0
0;183.3;10.4;3;15;0
0;101.1;10.3;2;5;0
0;203.3;14.3;1;3;0
0;175.4;10.5;2;3;0
0;266;14.2;2;2;1
0;171.6;10.8;0;7;0
0;78.7;14;0;8;0
0;211.9;9.4;0;2;0
0;63.7;10;1;6;0
0;173.4;11.5;1;4;0
1;237.7;4.5;0;4;0
0;225.9;10.1;1;4;0
1;173;12.2;0;4;0
0;224.9;8;0;2;0
0;237.7;7.7;1;4;0
0;137;10;2;5;0
0;142.5;8.2;2;3;0
0;142.4;4.6;1;4;0
0;147;8.7;2;3;0
0;220.3;10.6;1;4;0
0;149.2;8.1;1;2;0
0;204.4;10;0;4;0
0;216.8;5.6;1;2;0
0;308;7.4;1;3;0
0;58;11.5;0;3;0
0;173.2;11.8;2;6;0
0;210.3;13.1;4;3;0
0;58.9;12.1;0;6;0
0;236.8;9.7;3;3;0
0;228.9;12.5;0;2;0
0;90;8.6;2;6;1
0;146.7;11.1;2;4;0
0;237.3;11.2;1;6;0
1;162.8;13.6;0;3;1
0;186.9;8.9;1;2;0
0;86.1;9.1;2;9;0
0;212.3;11.3;2;2;0
0;151;9.2;2;2;0
0;158.6;6.9;2;5;0
0;296;12.3;0;10;1
0;212.3;6.6;3;2;0
0;234.4;10.4;3;6;0
0;176.8;6.5;2;3;0
0;157.3;9.6;0;6;0
0;146.6;10;1;2;0
0;260.5;9.8;1;5;0
0;146.1;6.2;1;3;0
1;124.5;11.4;2;2;1
0;209.4;9.8;1;11;0
0;285.7;8.7;1;4;1
0;190.9;8.4;1;2;0
0;144.4;9.9;1;3;0
0;208.8;11.1;2;4;0
0;77.6;10.9;1;2;0
0;271.1;8.4;1;6;1
0;240.8;11.6;0;1;0
0;114.8;12.2;0;5;0
0;138.8;11.8;1;7;0
0;209.8;7.2;0;6;0
0;134.9;14.7;3;2;0
1;164;6.4;0;4;0
0;245.5;9.1;1;4;0
0;80.3;16.6;0;3;0
0;90.7;5.6;2;5;0
0;190.3;3.8;1;4;0
0;108.6;7.9;1;5;1
0;89.8;9.3;4;7;1
0;252.4;10;2;3;0
0;183.4;6.7;5;4;0
1;183.4;10.4;2;9;0
0;155.2;3.8;3;9;0
0;165.8;0;1;0;0
0;209.4;12.8;0;1;0
0;279.3;7.9;2;2;1
0;174.1;7.7;2;2;0
0;175.7;9.1;2;2;0
1;256.5;13;1;3;0
0;170.2;4.3;0;3;0
0;139.6;10.8;1;4;0
0;208.8;12.5;4;4;0
0;210.1;14.4;4;2;0
0;113.6;10.5;2;6;0
0;202.6;8.3;0;3;0
0;174.4;0;4;0;0
0;210.6;9.4;0;5;0
0;121.5;10.7;1;4;0
0;127.8;15.9;2;2;0
0;135.2;10.2;2;2;0
0;99.4;16.7;2;3;0
0;276.9;10.3;1;3;1
0;163.4;11.6;2;2;1
0;287.4;5;4;3;1
0;120.5;10.2;1;3;0
0;184.1;9.8;2;3;0
0;185;14.9;3;4;0
0;160.9;12.9;1;12;0
0;207.6;10.9;2;6;0
0;209.2;11.8;1;6;0
1;158.4;2.1;1;4;0
0;149;8.6;2;3;1
0;204.5;9.8;0;2;0
0;288.8;9.5;0;2;1
0;108.6;13.4;0;4;0
0;97.5;7;1;5;0
0;166.5;13.3;0;5;0
0;156.2;7.3;1;5;0
0;225.2;11.5;4;1;0
1;287.4;10;1;3;1
0;175.3;7.8;0;2;0
0;102.1;9.8;0;5;0
0;157.9;14;0;2;0
0;146.5;4.1;1;4;0
0;245.8;9;1;13;1
1;177.7;10.5;1;5;0
1;250.8;10;2;5;0
0;117.8;11.8;0;4;1
0;119.7;12.9;2;7;0
0;242.2;8.2;5;3;1
0;163.4;9.8;7;4;0
0;161;8.4;3;4;0
0;128.7;10.3;1;5;0
0;81.6;8.6;1;18;0
0;207.7;7.3;1;1;0
0;128.6;6.3;6;2;1
0;233.3;9.1;1;4;0
0;182.1;10;5;3;1
0;168;8;6;2;1
0;251.6;5.4;1;5;0
0;183.8;11.6;0;7;0
0;256.4;7.9;3;1;1
0;180.2;8.4;1;3;0
0;227.8;8;1;5;0
0;147.8;10.2;0;6;0
0;234.9;13.9;1;2;1
0;110.9;7.9;2;2;0
0;124.5;6.4;1;12;0
1;233.5;9.6;0;2;1
0;197.3;10.1;2;4;1
0;58.2;10.4;0;5;0
0;212.7;7;1;6;0
0;151.5;11.8;0;4;0
1;146.3;11.5;1;5;0
0;195.1;6.7;0;2;0
0;208.9;13;1;5;0
0;135.7;8.8;7;3;1
0;225.9;14.3;3;3;1
0;122.2;9.7;1;6;0
0;153.3;8.9;2;5;0
0;214;7.9;1;4;0
0;194.8;10.8;1;6;0
0;206.7;11;3;5;0
0;188;10.5;2;3;0
1;122.3;13.7;3;3;1
0;259.3;12;3;5;0
1;115.1;13.8;2;3;1
0;172.9;8.3;1;6;0
1;156.4;7.3;1;5;0
0;128.1;11.6;1;3;0
0;196.6;12.5;1;3;0
0;227.9;5.5;1;7;1
0;194.9;13.2;2;2;0
0;44.9;13.3;1;3;0
0;262.8;7.8;0;2;0
0;211.2;12.3;0;3;0
0;204;9.6;1;5;0
0;223.2;14.5;3;4;0
0;119;11.5;1;3;0
0;266.1;8.9;3;8;1
0;134.4;9.4;1;3;0
0;171.1;16.2;1;3;0
0;170.5;10.5;2;2;0
0;178.5;9.9;1;7;0
0;205.2;14.1;3;5;0
0;232.8;13;0;2;0
0;239.9;6.7;5;3;0
0;55.6;12.1;2;3;0
0;153.5;10.6;1;3;0
0;109.8;11.1;1;3;0
0;196.1;5.2;2;6;0
0;166.8;11.8;0;4;0
0;113.2;7.1;2;7;0
0;203;14.6;1;9;0
0;242.8;6;5;3;0
0;156.5;12.2;2;2;0
0;266.7;13.8;3;3;1
0;182;9.8;1;4;0
0;85.9;10.1;0;2;0
0;146.6;2.9;0;7;0
0;110.5;13.9;4;2;1
0;118.6;11.5;1;5;0
0;197.6;15.6;2;12;0
0;210.3;10.8;6;4;0
0;220.3;9.4;4;6;0
0;150;12.5;1;6;0
0;161.7;9.2;0;4;0
0;191.4;14;3;5;0
1;146.7;12.5;3;3;0
0;109.4;7.8;1;7;0
0;144.1;13.6;1;3;0
0;248.9;11.2;1;8;0
0;85.7;11.6;4;3;1
0;214.8;9.4;3;5;0
0;158.9;6.5;0;4;0
0;110;6.4;2;3;0
0;152.8;10.5;1;2;0
0;145.6;10.5;0;4;0
0;93.3;6.5;0;4;0
0;216.8;8.3;0;2;0
0;201.9;9;1;2;0
0;146.4;8.5;1;2;0
0;272.7;10.5;2;3;1
0;18.9;14.8;1;4;0
0;172.8;12.8;2;5;0
0;190.2;14;0;6;0
0;130.6;15.6;3;3;0
0;158.4;13.5;4;4;1
0;166.5;15.6;1;2;0
0;129.3;12.9;2;2;0
0;199.3;7;0;10;0
0;185.1;9.1;0;7;0
0;175.4;9.7;2;2;0
0;263.4;10.7;2;2;0
0;94.2;7.3;1;3;0
0;189.4;7.1;3;8;0
0;118;11.8;2;2;0
0;212.1;8.4;3;5;0
0;222;12.4;2;6;0
0;222.8;13;0;4;0
0;190;12.2;1;2;0
0;271.8;8.7;4;2;1
0;195.4;8.4;3;6;0
0;199.6;7.2;3;5;0
0;100;10.1;0;4;0
0;160.6;9.5;2;1;0
0;158.7;9.9;1;3;0
0;154.5;12;3;2;1
0;192.3;6.3;1;12;0
0;305.1;8.5;0;5;1
0;193;7.4;2;5;0
0;72.5;6.6;1;3;0
0;105.2;6.3;2;3;0
0;180.5;10;2;3;0
0;214.7;14.3;0;2;0
0;86.8;13.2;1;3;0
0;131.5;7.9;5;2;1
0;135.4;17.5;0;4;0
0;174.3;5.9;6;3;0
0;203.9;12.1;3;4;0
0;235.5;12.5;0;5;0
0;157;12.1;2;2;0
1;111.9;10;3;7;0
1;236.3;11.2;3;8;0
0;163.6;8.6;0;9;0
0;213.6;8.9;1;3;0
0;143.4;9.4;3;4;0
0;78.3;12.1;1;4;0
0;97.1;10.6;1;3;0
0;94.1;10.1;0;2;0
0;226.3;8.2;2;3;1
0;133.8;10.5;1;2;0
0;190.3;10.6;1;4;0
0;294.9;9.8;3;5;0
0;185.4;10;2;11;0
0;179.5;12;0;4;0
0;158;10.1;0;10;0
0;173;10.4;0;2;0
0;134.2;8.2;1;5;0
0;125.2;12.6;3;9;0
0;195.9;13.2;2;1;0
0;214.2;10.3;0;2;0
0;221.1;9.5;0;1;0
0;132;11.6;1;5;0
0;157.6;9.1;1;4;0
0;110.3;11;2;8;0
1;161.5;11.2;0;13;0
0;171.8;10.6;1;7;0
0;211;11.4;1;5;0
0;139.3;9.3;7;3;1
0;291.6;14;2;9;1
0;139;12.1;0;1;0
0;234.8;10;4;1;0
0;187.6;8.8;1;1;0
0;159.8;13.1;2;7;0
0;177.1;5.2;1;5;0
0;117.9;11.4;0;10;0
0;247.6;10.8;2;6;0
0;169.9;8.5;1;7;0
0;185;14.1;3;3;0
0;204.9;11.3;0;5;0
0;225.5;9.4;3;2;0
0;169.7;10.5;4;3;1
0;239.3;10.6;0;6;0
0;113.3;11.7;4;2;1
0;161.9;10.2;3;11;0
0;133.3;5.6;2;4;0
0;170.7;8.7;3;1;0
0;189.7;8.3;5;3;0
0;322.3;7.8;2;5;1
0;124.4;10.4;2;4;0
0;146.9;11.4;3;5;0
0;192.6;10.8;1;3;0
0;96.3;10.3;1;2;0
0;131.9;14.7;3;5;0
0;147.2;13.3;2;3;0
0;143.1;7.1;2;5;0
0;280.4;15.2;5;6;0
0;237.2;10.7;1;4;0
0;184.2;12.8;2;4;0
0;109.1;10;3;4;0
0;138.1;10.3;5;2;1
0;186.8;8.8;3;4;0
0;155.4;13.9;1;5;0
0;245.3;8.5;4;4;0
1;205.9;11;0;2;1
0;207.2;11.9;1;4;0
0;151.5;10.7;2;5;0
0;221.9;7.1;0;5;1
0;190;9.5;1;4;0
0;220.8;10.5;2;4;0
0;173.7;6.3;2;3;0
0;114.8;9.6;2;4;0
0;113.8;10.4;3;1;0
1;143.2;6.2;4;4;1
0;184.4;9.3;3;5;0
0;227.4;7.8;1;6;0
0;224;2.1;0;5;0
0;216.2;10;2;5;0
0;129.9;13.3;0;3;0
0;230.1;6.9;2;3;0
0;204.4;11;1;5;0
0;216.6;9.1;1;3;0
0;247.5;10.2;2;2;1
0;228.1;9;1;2;0
0;225.9;11.2;1;4;1
0;103.5;12;4;3;1
0;115.5;7.5;0;6;0
0;218.8;9.7;1;6;0
0;223.8;12.3;3;5;0
0;143.8;12.9;3;4;0
0;29.9;8.6;2;6;0
0;276.7;8.3;0;3;0
0;141.4;8.1;0;4;0
0;153.9;12.8;1;5;0
0;190.5;13.8;0;5;0
0;192.6;9.4;1;4;0
1;151.8;12.2;1;4;0
0;215.6;10.1;5;4;0
0;180;7.8;3;8;0
0;157.3;8.4;2;4;0
0;196.5;6.8;0;3;0
0;240.3;11.9;0;3;0
0;193.3;9.4;3;6;0
0;211.9;5.4;1;4;0
1;218.7;8.2;1;5;0
1;246.8;13.2;0;5;1
0;174.7;15.8;6;3;1
0;240;9.3;0;2;1
0;181.2;5;2;3;0
0;113.7;10.8;1;3;0
0;174.7;13.4;0;1;0
0;211.1;9.7;2;9;0
0;169.3;12.2;1;3;0
0;247.4;11.3;0;2;0
0;131.2;12.8;2;2;0
0;161.4;11.8;1;5;0
1;107.2;9.7;1;4;0
0;211.9;8.8;1;5;0
0;160.4;6.9;3;4;0
0;230.7;6.4;1;3;0
0;232.6;10.5;1;9;0
0;294.7;10.8;1;3;1
0;133.4;10.2;1;13;0
0;306.2;11.7;0;2;0
0;236.8;10.4;2;5;0
1;125.7;14.2;3;6;1
1;168.4;11.4;1;3;0
0;70.9;12;2;6;0
0;105;3.7;0;4;0
0;152.1;12;1;7;0
1;180.9;8.8;3;9;0
0;156.6;9.4;1;6;0
0;180.5;2.4;0;3;0
0;238.8;13.2;1;8;0
0;182.1;13.4;2;9;0
0;139.6;8.8;2;2;0
0;200.3;10.2;0;5;0
0;153.5;8.5;1;6;0
1;128.2;11.7;3;6;0
0;159.5;16.7;2;2;0
0;226.4;12.3;3;4;1
0;251.9;8.4;2;3;0
0;264.5;7.5;2;4;1
0;153.7;10.7;0;2;0
0;232.1;15;5;6;0
0;201.9;7.8;1;10;0
0;186.9;4.2;1;14;0
0;196.6;6.6;1;5;0
0;232.1;9.9;1;3;0
0;166;6.3;0;7;0
0;200.6;2.5;1;5;0
0;141;4.9;3;2;0
0;245;7.5;0;8;0
1;140.8;10.9;1;7;0
0;255.1;8.8;3;3;1
0;125;10.2;2;7;0
0;180.6;5;1;3;0
1;248.7;11.3;1;2;1
0;178.1;8.4;0;2;0
1;122.2;10.3;5;9;1
0;231.3;7.2;1;7;0
0;111.2;12.6;3;2;0
1;103.2;11.9;0;2;1
0;138.4;3.9;4;9;1
0;146.3;11.5;0;3;0
0;206.3;11.7;0;6;0
0;132;13.5;0;4;0
0;274.6;9.2;2;4;0
0;185.3;11.7;0;3;0
0;154.8;9;1;4;0
0;179.2;14.7;1;5;0
1;286.2;11;2;4;1
0;268;17;3;1;0
0;137.5;13.3;2;5;0
0;243;13.4;2;5;0
0;134.9;15;1;2;0
0;234.2;13.9;1;2;0
0;175.1;7.3;1;6;0
0;142.2;10.1;1;5;0
0;132.4;6;2;1;0
0;97.8;5.9;0;2;0
0;266.9;11;3;6;1
0;155.2;9.7;3;4;0
0;200.2;8.8;1;3;0
0;289.1;12.7;2;2;1
1;198.4;10.5;1;5;0
0;180.3;12.8;2;6;0
0;86.3;12.5;2;1;0
0;295;12.9;2;4;1
0;240.9;14.7;3;8;0
0;207.7;8;1;5;0
0;128.5;0;1;0;0
0;224.4;8.8;1;2;0
0;164.9;10;2;9;0
0;238;10.6;2;6;0
0;231;8.3;2;5;0
0;107.3;10;4;3;1
0;185;5.1;1;8;0
0;244.1;7.7;3;4;0
0;238.4;12.4;3;4;0
0;141.1;13.2;1;2;0
0;158.1;11.8;0;7;0
0;220.1;13.1;0;8;0
0;199.5;10.9;4;3;1
0;109.5;4.9;1;9;0
0;187.2;13.2;1;5;0
0;107.9;0;0;0;0
1;172.1;13.9;1;20;1
0;203.8;11.7;1;4;0
0;160;9.1;0;4;0
0;51.1;12.3;1;3;0
0;227.7;11.7;1;5;0
0;203.8;9;1;2;0
0;241.7;11.3;1;3;0
0;78.1;12.3;1;4;0
0;187.8;11;2;4;0
0;127.1;7.1;1;3;0
0;280;10.4;0;4;1
1;153.2;7.8;1;3;0
0;137.1;11.5;2;7;0
1;186.1;13.8;4;5;1
0;224.1;11.5;2;7;0
0;83.6;8.1;1;3;0
0;203.9;17.8;4;4;0
0;211.3;13.3;1;6;0
1;219.4;12;4;4;0
0;190.4;13.6;2;17;0
0;147.7;6.9;2;5;0
0;229.9;14.2;2;4;0
0;102.8;10;1;5;0
0;178.7;9.1;1;4;0
0;148.5;6.5;0;4;0
0;164.1;12.3;0;9;0
1;197.2;7.8;1;8;0
0;124.9;11.6;2;4;0
0;115.4;15.9;3;6;0
1;140;9.7;4;4;1
0;193.9;13.2;3;8;0
0;321.1;11.5;4;2;1
0;118.4;13.6;5;3;1
0;169.8;11.6;1;4;0
0;193.4;9.3;2;4;0
0;106.6;14.9;1;7;0
0;134.7;11.8;2;5;0
0;156.2;9.9;2;6;0
0;231.1;9.6;3;4;0
0;180.8;14.1;2;6;0
1;213.8;5;2;10;0
0;234.4;13.7;0;4;0
